split,image,pair_idx,panel_box,balloon_box,IoU,containment(panel->balloon),containment(balloon->panel)
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,3,"[240.0,2090.0,2748.0,2704.0]","[434.0,2090.0,1410.0,2518.0]",0.271,1.000,0.271
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,4,"[242.0,2754.0,2746.0,3168.0]","[1532.0,2754.0,2060.0,3030.0]",0.141,1.000,0.141
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p062.png,5,"[242.0,2754.0,2746.0,3168.0]","[1700.0,2840.0,2400.0,3172.0]",0.221,0.988,0.221
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,0,"[240.0,1171.1,1697.8,2211.1]","[1046.7,1173.3,1540.0,1568.9]",0.129,1.000,0.129
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,1,"[1742.2,1171.1,2746.7,2213.3]","[1742.2,1171.1,2277.8,1442.2]",0.139,1.000,0.139
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,2,"[1742.2,1171.1,2746.7,2213.3]","[2286.7,1171.1,2733.3,1513.3]",0.146,1.000,0.146
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,3,"[242.2,2268.9,1320.0,3064.4]","[413.3,2273.3,968.9,2637.8]",0.236,1.000,0.236
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,4,"[242.2,2268.9,1320.0,3064.4]","[973.3,2268.9,1302.2,2577.8]",0.118,1.000,0.118
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,5,"[1362.2,2266.7,2748.9,3060.0]","[1644.4,2266.7,2280.0,2504.4]",0.137,1.000,0.137
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,6,"[1362.2,2266.7,2748.9,3060.0]","[2148.9,2737.8,2562.2,3057.8]",0.120,1.000,0.120
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p070.png,7,"[240.0,3124.4,2746.7,3726.7]","[1248.9,3122.2,1948.9,3348.9]",0.104,0.990,0.104
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p073.png,0,"[240.0,2113.3,1073.3,2873.3]","[444.4,2115.6,1073.3,2397.8]",0.280,1.000,0.280
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p073.png,1,"[1122.2,2117.8,2768.9,2875.6]","[2355.6,2117.8,2773.3,2577.8]",0.152,0.989,0.152
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p073.png,2,"[237.8,2928.9,1402.2,3720.0]","[373.3,2924.4,1008.9,3293.3]",0.251,0.988,0.251
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/sisters_p073.png,3,"[1440.0,2917.8,2777.8,3726.7]","[1406.7,3215.6,1953.3,3724.4]",0.238,0.939,0.241
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/tintin_p0013.png,0,"[827.1,1057.1,2317.3,1785.3]","[844.0,1074.7,1312.0,1258.7]",0.079,1.000,0.079
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/tintin_p0013.png,1,"[1492.9,1844.3,2322.9,2574.3]","[1796.0,1994.7,2254.7,2196.0]",0.152,1.000,0.152
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/tintin_p0013.png,2,"[616.0,2638.7,1304.3,3370.0]","[632.0,2658.7,890.7,2810.7]",0.078,1.000,0.078
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/tintin_p0013.png,3,"[1330.0,2634.3,2322.9,3370.0]","[1552.0,2744.0,1725.3,2890.7]",0.035,1.000,0.035
val,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/val/tintin_p0013.png,4,"[1330.0,2634.3,2322.9,3370.0]","[1868.0,2848.0,1942.7,2996.0]",0.015,1.000,0.015
